objectid,seg_id,hundred_block_score,l_hundred_block,r_hundred_block,street_class,street_class_name
30582,762356,1.33333333,6600 FRONTENAC ST,6600 FRONTENAC ST,4,Collector
30583,762355,1.33333333,6600 FRONTENAC ST,6600 FRONTENAC ST,4,Collector
30584,860544,1.33333333,1300 TYSON AVE,1300 TYSON AVE,3,Minor Arterial
30585,860566,1.33333333,1300 LONGSHORE AVE,1300 LONGSHORE AVE,4,Collector
30586,860570,1.33333333,1400 DISSTON ST,1400 DISSTON ST,5,Local
30587,860554,1.33333333,6900 LORETTO AVE,6900 LORETTO AVE,4,Collector
30588,860565,1.33333333,6900 LORETTO AVE,6900 LORETTO AVE,4,Collector
30589,761849,1.33333333,1300 KNORR ST,1300 KNORR ST,4,Collector
30590,761854,1.33333333,1300 KERPER ST,1300 KERPER ST,5,Local
30591,762353,1.33333333,6600 LORETTO AVE,6600 LORETTO AVE,4,Collector
30592,760810,1.33333333,1300 UNRUH AVE,1300 UNRUH AVE,4,Collector
30593,761858,2,1300 FANSHAWE ST,1300 FANSHAWE ST,5,Local
30594,760748,1.33333333,6600 LORETTO AVE,6600 LORETTO AVE,4,Collector
30595,761900,1.33333333,1300 GILHAM ST,1300 GILHAM ST,5,Local
30596,761903,2,1300 GREEBY ST,1300 GREEBY ST,5,Local
30597,761892,2.33333333,1300 HELLERMAN ST,1300 HELLERMAN ST,4,Collector
30598,761906,2.66666667,1300 PASSMORE ST,1300 PASSMORE ST,5,Local
30599,860488,1.33333333,1800 COTTMAN AVE,1800 COTTMAN AVE,2,Major Arterial
30600,860481,1.33333333,7300 BELDEN ST,7300 BELDEN ST,5,Local
30601,861309,1.33333333,1000 BRIGHTON ST,1000 BRIGHTON ST,5,Local
30602,860485,1.33333333,1000 FRIENDSHIP ST,1000 FRIENDSHIP ST,5,Local
30603,860032,1.66666667,7700 DUNGAN RD,7700 DUNGAN RD,4,Collector
30604,860031,1.33333333,1200 NAPFLE AVE,1200 NAPFLE AVE,4,Collector
30605,860304,1.33333333,1400 NAPFLE AVE,1400 NAPFLE AVE,4,Collector
30606,860296,1.33333333,1300 NAPFLE AVE,1300 NAPFLE AVE,4,Collector
30607,860303,1.33333333,1300 FAUNCE ST,1300 FAUNCE ST,4,Collector
28973,840481,0,6900 VERBENA AVE,6900 VERBENA AVE,5,Local
28974,840479,1.33333333,1000 69TH AVE,1000 69TH AVE,4,Collector
28975,840480,0,900 69TH AVE,900 69TH AVE,4,Collector
28976,840482,1.33333333,800 69TH AVE,800 69TH AVE,4,Collector
28977,840025,1.33333333,6800 N FRANKLIN ST,6800 N FRANKLIN ST,5,Local
28978,840058,3.33333333,1000 OAK LN,1000 OAK LN,4,Collector
28979,840057,3.33333333,900 OAK LN,900 OAK LN,4,Collector
28980,840056,2,800 OAK LN,800 OAK LN,4,Collector
28981,840055,1.33333333,700 OAK LN,700 OAK LN,4,Collector
28982,742761,2,5700 FRONTENAC ST,5700 FRONTENAC ST,4,Collector
28983,742762,2,5800 FRONTENAC ST,5800 FRONTENAC ST,4,Collector
28984,742760,2,5800 SUMMERDALE AVE,5800 SUMMERDALE AVE,3,Minor Arterial
28985,742763,0,0 E CLARKSON AVE,0 E CLARKSON AVE,5,Local
28986,742757,2,100 E CHAMPLOST AVE,100 E CHAMPLOST AVE,4,Collector
28987,742754,1.33333333,500 W 65TH AVE,500 W 65TH AVE,4,Collector
28988,742755,2.66666667,200 W 65TH AVE,200 W 65TH AVE,4,Collector
28989,740407,2,6200 N FRONT ST,6200 N FRONT ST,4,Collector
28990,740360,0,100 W LAVEER ST,100 W LAVEER ST,5,Local
28991,741598,2,300 CLAREMONT RD,300 CLAREMONT RD,5,Local
28992,742132,1.33333333,100 E 65TH AVE,100 E 65TH AVE,5,Local
28993,740121,1.33333333,200 66TH AVE,200 66TH AVE,3,Minor Arterial
28994,740124,1.33333333,200 66TH AVE,200 66TH AVE,3,Minor Arterial
28995,422648,1.77777778,3800 HAMILTON ST,3800 HAMILTON ST,5,Local
28996,420666,1.33333333,400 N 39TH ST,400 N 39TH ST,4,Collector
28997,420680,2,3800 LANCASTER AVE,3800 LANCASTER AVE,2,Major Arterial
28998,420656,1.33333333,3900 SPRING GARDEN ST,3900 SPRING GARDEN ST,3,Minor Arterial
28999,420667,0,3800 LANCASTER AVE,3900 LANCASTER AVE,2,Major Arterial
29000,420663,1.33333333,3900 SPRING GARDEN ST,3900 SPRING GARDEN ST,4,Collector
29001,420657,0,3900 LANCASTER AVE,3900 LANCASTER AVE,2,Major Arterial
29002,422640,1.66666667,3900 WARREN ST,3900 WARREN ST,5,Local
29003,422432,2.66666667,400 UNION ST,400 UNION ST,5,Local
29004,422240,2.28472222,3900 NECTARINE ST,3900 NECTARINE ST,5,Local
29005,420697,2.66666667,400 SLOAN ST,400 SLOAN ST,5,Local
29498,401904,2,200 S 56TH ST,200 S 56TH ST,4,Collector
29499,401907,2,5600 LOCUST ST,5600 LOCUST ST,5,Local
29500,401908,2,200 S ITHAN ST,200 S ITHAN ST,5,Local
29501,401909,1.33333333,200 S FRAZIER ST,200 S FRAZIER ST,5,Local
29502,401827,2,5600 LOCUST ST,5600 LOCUST ST,5,Local
29503,401829,2,5600 LOCUST ST,5600 LOCUST ST,5,Local
29504,401912,1.83333333,200 S 57TH ST,200 S 57TH ST,3,Minor Arterial
29505,401833,1.66666667,5700 LOCUST ST,5700 LOCUST ST,5,Local
29506,401910,2,200 S ALDEN ST,200 S ALDEN ST,5,Local
29507,401832,1.66666667,5700 LOCUST ST,5700 LOCUST ST,5,Local
29508,401911,3,200 S CECIL ST,200 S CECIL ST,5,Local
29509,401835,1.66666667,5700 LOCUST ST,5700 LOCUST ST,5,Local
29510,401913,2,200 S 58TH ST,200 S 58TH ST,4,Collector
29511,401820,2.44444444,200 S 55TH ST,200 S 55TH ST,4,Collector
29512,401821,2,200 S 56TH ST,200 S 56TH ST,4,Collector
29513,401822,2,200 S 56TH ST,200 S 56TH ST,4,Collector
29514,401825,2,200 S ITHAN ST,200 S ITHAN ST,5,Local
29515,400544,2,5600 WALNUT ST,5600 WALNUT ST,2,Major Arterial
29516,401826,1.33333333,200 S FRAZIER ST,200 S FRAZIER ST,5,Local
29517,400542,2,5600 WALNUT ST,5600 WALNUT ST,2,Major Arterial
29518,400539,2,5600 WALNUT ST,5600 WALNUT ST,2,Major Arterial
29519,400146,2,7300 WOODCREST AVE,7300 WOODCREST AVE,5,Local
29520,400241,1.33333333,7600 WOODCREST AVE,7600 WOODCREST AVE,5,Local
29521,400927,1.33333333,1300 PENNINGTON RD,1300 PENNINGTON RD,5,Local
29522,400272,1.33333333,1300 N 76TH ST,1300 N 76TH ST,4,Collector
29523,400213,2,7400 RHOADS ST,7400 RHOADS ST,5,Local
29524,400838,2,7000 LANSDOWNE AVE,7000 LANSDOWNE AVE,3,Minor Arterial
29525,400926,2,1300 KIMBERLY DR,1300 KIMBERLY DR,5,Local
29526,400837,0,7500 LANSDOWNE AVE,7500 LANSDOWNE AVE,3,Minor Arterial
29527,400791,2,7400 HAVERFORD AVE,7300 HAVERFORD AVE,3,Minor Arterial
29528,400992,1.33333333,1000 N 67TH ST,900 N 67TH ST,5,Local
29529,401202,1.33333333,1100 N 66TH ST,1100 N 66TH ST,3,Minor Arterial
29530,401488,1.33333333,500 N SIMPSON ST,500 N SIMPSON ST,5,Local
30054,860353,1.33333333,1700 LANSING ST,1700 LANSING ST,5,Local
30055,860347,1.33333333,7700 SUMMERDALE AVE,7700 SUMMERDALE AVE,4,Collector
30056,860368,1.33333333,7700 FRONTENAC ST,7700 FRONTENAC ST,5,Local
30057,860369,1.33333333,1700 NAPFLE AVE,1700 NAPFLE AVE,4,Collector
30058,860379,1.33333333,7600 FRONTENAC ST,7600 FRONTENAC ST,5,Local
30059,861215,1.33333333,7700 LANGDON ST,7700 LANGDON ST,5,Local
30060,860332,1.33333333,1600 NAPFLE AVE,1600 NAPFLE AVE,4,Collector
30061,860360,2.66666667,7600 LANGDON ST,7600 LANGDON ST,5,Local
30062,860387,1.33333333,7800 CASTOR AVE,7800 CASTOR AVE,3,Minor Arterial
30063,860400,2,7700 CASTOR AVE,7700 CASTOR AVE,3,Minor Arterial
30064,860336,1.33333333,7900 CASTOR AVE,7900 CASTOR AVE,3,Minor Arterial
30065,860356,1.33333333,7900 CASTOR AVE,7900 CASTOR AVE,3,Minor Arterial
30066,860370,1.33333333,7800 CASTOR AVE,7900 CASTOR AVE,3,Minor Arterial
30067,860623,1.33333333,2200 BORBECK AVE,2200 BORBECK AVE,4,Collector
30068,860625,1.33333333,2100 CHANDLER ST,2100 CHANDLER ST,5,Local
30069,860624,1.33333333,7800 HORROCKS ST,7800 HORROCKS ST,4,Collector
30070,860632,1.33333333,7700 LARGE ST,7700 LARGE ST,4,Collector
30071,860621,1.33333333,7800 LARGE ST,7800 LARGE ST,4,Collector
30072,860622,1.33333333,2000 HARTEL AVE,2000 HARTEL AVE,4,Collector
30073,860628,1.33333333,2100 HARTEL AVE,2100 HARTEL AVE,4,Collector
30074,860627,1.33333333,7800 HORROCKS ST,7800 HORROCKS ST,4,Collector
30075,860633,1.33333333,2000 LANSING ST,2000 LANSING ST,5,Local
30076,860070,1.33333333,7800 HORROCKS ST,7800 HORROCKS ST,4,Collector
30077,741498,2,1200 HARRISON ST,1200 HARRISON ST,4,Collector
30078,741604,1.33333333,4700 RUTLAND ST,4700 RUTLAND ST,5,Local
30079,741507,2,1000 FOULKROD ST,1000 FOULKROD ST,4,Collector
30080,741476,2.66666667,4700 CASTOR AVE,4700 CASTOR AVE,2,Major Arterial
30081,741494,2,1100 HAWORTH ST,1100 HAWORTH ST,5,Local
30082,741547,1.33333333,1100 KENWYN ST,1100 KENWYN ST,5,Local
30083,640332,1.33333333,4600 RAMONA AVE,4600 RAMONA AVE,3,Minor Arterial
30084,741483,2,900 ARROTT ST,900 ARROTT ST,4,Collector
30085,741479,1.66666667,900 ADAMS AVE,900 ADAMS AVE,3,Minor Arterial
30086,741519,1.33333333,1100 ALLENGROVE ST,1100 ALLENGROVE ST,5,Local
30673,761851,1.33333333,1400 GLENVIEW ST,1400 GLENVIEW ST,5,Local
30674,761590,2,6700 REVERE ST,6700 REVERE ST,4,Collector
30675,760815,2,2700 UNRUH AVE,2700 UNRUH AVE,4,Collector
30676,860749,1.33333333,2300 SHELMIRE AVE,2300 SHELMIRE AVE,4,Collector
30677,860759,2,2400 VISTA ST,2400 VISTA ST,5,Local
30678,860765,1.33333333,2300 BLEIGH AVE,2300 BLEIGH AVE,4,Collector
30679,860758,1.33333333,2300 VISTA ST,2300 VISTA ST,5,Local
30680,860631,2,7300 BUSTLETON AVE,7300 BUSTLETON AVE,2,Major Arterial
30681,860744,1.33333333,2300 AFTON ST,2300 AFTON ST,5,Local
30682,860745,1.33333333,2300 FAUNCE ST,2300 FAUNCE ST,4,Collector
30683,860747,1.33333333,2300 OAKMONT ST,2300 OAKMONT ST,5,Local
30684,860746,1.33333333,7600 LEONARD ST,7600 LEONARD ST,5,Local
30685,860668,2,7300 BUSTLETON AVE,7300 BUSTLETON AVE,2,Major Arterial
30686,860742,1.33333333,7700 RICHARD ST,7700 RICHARD ST,5,Local
30687,860340,1.33333333,7600 DORCAS ST,7600 DORCAS ST,4,Collector
30688,860341,1.33333333,1500 FAUNCE ST,1500 FAUNCE ST,4,Collector
30689,860372,1.33333333,7500 DORCAS ST,7500 DORCAS ST,4,Collector
30690,860384,1.33333333,1500 SHELMIRE AVE,1500 SHELMIRE AVE,4,Collector
30691,860383,2.66666667,7500 ALGON AVE,7500 ALGON AVE,3,Minor Arterial
30692,860375,2.66666667,1600 FAUNCE ST,1600 FAUNCE ST,4,Collector
30693,860315,1.33333333,1400 NAPFLE AVE,1400 NAPFLE AVE,4,Collector
30694,860338,1.33333333,7500 WHITAKER AVE,7500 WHITAKER AVE,4,Collector
30695,860339,1.33333333,1300 SHELMIRE AVE,1300 SHELMIRE AVE,4,Collector
30696,860318,1.33333333,7500 DUNGAN RD,7500 DUNGAN RD,4,Collector
30697,860325,1.33333333,1300 OAKMONT ST,1300 OAKMONT ST,5,Local
30698,860333,1.33333333,7400 DUNGAN RD,7400 DUNGAN RD,4,Collector
30699,860350,1.33333333,7400 DUNGAN RD,7400 DUNGAN RD,4,Collector
30700,860346,1.33333333,1400 OAKMONT ST,1400 OAKMONT ST,5,Local
30701,860345,1.33333333,7500 PENNWAY ST,7500 PENNWAY ST,5,Local
30702,860050,1.33333333,1400 SHELMIRE AVE,1400 SHELMIRE AVE,4,Collector
30703,860358,1.33333333,7400 WHITAKER AVE,7400 WHITAKER AVE,4,Collector
30704,860359,1.33333333,1300 VISTA ST,1300 VISTA ST,5,Local
30705,860366,1.33333333,7400 WHITAKER AVE,7400 WHITAKER AVE,4,Collector
29006,420726,1.33333333,3900 BARING ST,3900 BARING ST,5,Local
29007,420727,2.66666667,400 SLOAN ST,400 SLOAN ST,5,Local
29008,420770,1.33333333,300 SAUNDERS AVE,300 SAUNDERS AVE,5,Local
29009,422139,1.33333333,3800 POWELTON AVE,3800 POWELTON AVE,3,Minor Arterial
29010,422650,1.33333333,400 SAUNDERS AVE,400 SAUNDERS AVE,5,Local
29011,420746,1.33333333,300 SAUNDERS AVE,300 SAUNDERS AVE,5,Local
29012,420715,1.33333333,3800 BARING ST,3800 BARING ST,5,Local
29013,420716,1.33333333,3800 BARING ST,3800 BARING ST,5,Local
29014,420721,1.33333333,3900 BARING ST,3900 BARING ST,5,Local
29015,421032,1.33333333,400 N 39TH ST,400 N 39TH ST,4,Collector
29016,421033,2.66666667,300 N 39TH ST,300 N 39TH ST,4,Collector
29017,422649,1.33333333,3800 BARING ST,3800 BARING ST,5,Local
29018,420706,2,3800 LANCASTER AVE,3800 LANCASTER AVE,2,Major Arterial
29019,422651,1.33333333,3800 BARING ST,3800 BARING ST,5,Local
29020,400065,1.33333333,1700 N 71ST ST,1700 N 71ST ST,5,Local
29021,401188,1.33333333,7000 WOODBINE AVE,7000 WOODBINE AVE,5,Local
29022,402052,1.33333333,1600 N 72ND ST,1600 N 72ND ST,5,Local
29023,401187,1.33333333,7200 BRENTWOOD RD,7100 BRENTWOOD RD,5,Local
29024,400891,1.33333333,7000 BRENTWOOD RD,7000 BRENTWOOD RD,5,Local
29025,400972,1.33333333,7000 BRENTWOOD RD,7000 BRENTWOOD RD,5,Local
29026,400814,1.66666667,0 N 77TH ST,1400 N 77TH ST,4,Collector
29027,400841,1.33333333,6800 HAVERFORD AVE,6800 HAVERFORD AVE,3,Minor Arterial
29028,400908,2,7300 RUSKIN RD,7300 RUSKIN RD,5,Local
29029,401938,1.33333333,7500 HAVERFORD AVE,7500 HAVERFORD AVE,3,Minor Arterial
29030,420032,3.00877193,1200 N 33RD ST,0 N 33RD ST,2,Major Arterial
29031,422263,0,3200 SEDGELEY DR,3200 SEDGELEY DR,5,Local
29032,422347,1.33333333,800 N 34TH ST,800 N 34TH ST,2,Major Arterial
29033,422152,1.33333333,700 N 34TH ST,700 N 34TH ST,2,Major Arterial
29034,422388,0,1200 KELLY DR,1200 KELLY DR,2,Major Arterial
29035,400029,1.33333333,1800 N 70TH ST,1800 N 70TH ST,5,Local
29036,400969,0,6900 SHERWOOD RD,6900 SHERWOOD RD,4,Collector
29037,400052,1.33333333,1800 N 71ST ST,1800 N 71ST ST,5,Local
29531,400865,1.33333333,6500 W STILES ST,6500 W STILES ST,5,Local
29532,400266,2,500 N 66TH ST,500 N 66TH ST,3,Minor Arterial
29533,400620,2,6300 HAVERFORD AVE,6300 HAVERFORD AVE,3,Minor Arterial
29534,400251,1.33333333,600 N 64TH ST,600 N 64TH ST,4,Collector
29535,400929,1.33333333,600 WYNNEWOOD RD,600 WYNNEWOOD RD,5,Local
29536,401239,1.33333333,6300 MEDIA ST,6300 MEDIA ST,4,Collector
29537,401241,1.33333333,6300 MEDIA ST,6300 MEDIA ST,4,Collector
29538,402036,2.66666667,6600 CALLOWHILL ST,6600 CALLOWHILL ST,4,Collector
29539,400308,2.66666667,6600 CALLOWHILL ST,6600 CALLOWHILL ST,4,Collector
29540,401522,4,300 N DAGGETT ST,300 N DAGGETT ST,5,Local
29541,401523,3.33333333,300 N 65TH ST,300 N 65TH ST,4,Collector
29542,401521,3,6400 CALLOWHILL ST,6400 CALLOWHILL ST,4,Collector
29543,401492,3,6400 CALLOWHILL ST,6400 CALLOWHILL ST,4,Collector
29544,740544,1.33333333,200 W CHAMPLOST AVE,200 W CHAMPLOST AVE,4,Collector
29545,740572,2.66666667,5900 N 3RD ST,5900 N 3RD ST,4,Collector
29546,740542,2,300 W CHAMPLOST AVE,300 W CHAMPLOST AVE,4,Collector
29547,740620,2,5900 N 4TH ST,5900 N 4TH ST,4,Collector
29548,740617,2,5900 N LEITHGOW ST,5900 N LEITHGOW ST,5,Local
29549,740530,2,400 W CHAMPLOST AVE,400 W CHAMPLOST AVE,4,Collector
29550,740537,2,400 W CHAMPLOST AVE,400 W CHAMPLOST AVE,4,Collector
29551,740623,1.33333333,100 WIDENER ST,100 WIDENER ST,5,Local
29552,740622,1.33333333,5900 MASCHER ST,5900 MASCHER ST,4,Collector
29553,740594,1.33333333,100 LINTON ST,100 LINTON ST,5,Local
29554,740632,1.66666667,5900 N FRONT ST,5900 N FRONT ST,4,Collector
29555,740604,1.33333333,0 LINTON ST,0 LINTON ST,5,Local
29556,740583,0,0 E CHAMPLOST AVE,0 E CHAMPLOST AVE,4,Collector
29557,740603,1.66666667,5900 N FRONT ST,5900 N FRONT ST,4,Collector
29558,740580,1.33333333,0 W CHAMPLOST AVE,0 W CHAMPLOST AVE,4,Collector
29559,740593,1.33333333,5900 MASCHER ST,5900 MASCHER ST,4,Collector
29560,740570,1.33333333,6000 MASCHER ST,6000 MASCHER ST,4,Collector
29561,740538,1.33333333,6000 MASCHER ST,6000 MASCHER ST,4,Collector
29562,740518,1.33333333,0 FERN ST,0 FERN ST,5,Local
29563,740539,2,100 ROSELYN ST,100 ROSELYN ST,5,Local
30087,741537,1.33333333,4900 HORROCKS ST,4900 HORROCKS ST,4,Collector
30088,741520,2,4800 LARGE ST,4800 LARGE ST,4,Collector
30089,760638,1.33333333,4900 HORROCKS ST,4900 HORROCKS ST,4,Collector
30090,741504,1.33333333,1100 WAKELING ST,1100 WAKELING ST,4,Collector
30091,741518,2,4900 LARGE ST,4900 LARGE ST,4,Collector
30092,741516,2,4900 LARGE ST,4900 LARGE ST,4,Collector
30093,741497,2,1100 HARRISON ST,1100 HARRISON ST,4,Collector
30094,741496,1.33333333,1000 HARRISON ST,1000 HARRISON ST,4,Collector
30095,741517,1.33333333,1000 ALLENGROVE ST,1000 ALLENGROVE ST,5,Local
30096,741475,1.33333333,1000 FILLMORE ST,1000 FILLMORE ST,5,Local
30097,760032,2,1200 ALLENGROVE ST,1200 ALLENGROVE ST,5,Local
30098,741468,1.33333333,4900 RUTLAND ST,4900 RUTLAND ST,5,Local
30099,741471,2,4800 RUTLAND ST,4800 RUTLAND ST,5,Local
30100,741474,2,4800 RUTLAND ST,4800 RUTLAND ST,5,Local
30101,740085,2,1000 FOULKROD ST,1000 FOULKROD ST,4,Collector
30102,740290,1.33333333,500 DEVEREAUX AVE,500 DEVEREAUX AVE,4,Collector
30103,740267,2.66666667,400 DEVEREAUX AVE,400 DEVEREAUX AVE,4,Collector
30104,740297,3.33333333,400 LARDNER ST,400 LARDNER ST,5,Local
30105,740296,3.11111111,6100 RISING SUN AVE,6100 RISING SUN AVE,3,Minor Arterial
30106,740275,3.11111111,6100 RISING SUN AVE,6100 RISING SUN AVE,3,Minor Arterial
30107,740331,3.33333333,6100 COLGATE ST,6100 COLGATE ST,4,Collector
30108,740346,1.33333333,500 BENNER ST,500 BENNER ST,5,Local
30109,740345,1.33333333,6100 PALMETTO ST,6100 PALMETTO ST,5,Local
30110,740417,1.33333333,6100 TABOR AVE,6100 TABOR AVE,3,Minor Arterial
30111,740492,2,6000 TABOR AVE,6000 TABOR AVE,3,Minor Arterial
30112,740552,2,5900 TABOR AVE,5900 TABOR AVE,3,Minor Arterial
30113,740389,1.33333333,6100 LAWNDALE ST,6100 LAWNDALE ST,5,Local
30114,740493,1.33333333,600 COMLY ST,600 COMLY ST,4,Collector
30115,740462,1.33333333,6000 LAWNDALE ST,6000 LAWNDALE ST,5,Local
30116,740469,1.33333333,600 COMLY ST,600 COMLY ST,4,Collector
30117,740463,1.33333333,600 COMLY ST,600 COMLY ST,4,Collector
30118,740452,1.33333333,600 COMLY ST,600 COMLY ST,4,Collector
30119,740332,2.16326531,400 BENNER ST,400 BENNER ST,5,Local
30805,741054,3.11111111,900 E GODFREY AVE,900 E GODFREY AVE,4,Collector
30806,740957,2,5500 MIRIAM RD,5500 MIRIAM RD,5,Local
30807,740920,2,5600 MIRIAM RD,5600 MIRIAM RD,5,Local
30808,741053,1.66666667,800 PRATT ST,800 PRATT ST,4,Collector
30809,740903,1.66666667,800 MARCELLA ST,800 MARCELLA ST,5,Local
30810,740940,1.66666667,900 PRATT ST,900 PRATT ST,4,Collector
30811,740929,2.66666667,900 MARCELLA ST,900 MARCELLA ST,5,Local
30812,740894,2.66666667,800 GRANITE ST,800 GRANITE ST,5,Local
30813,740918,2,900 GRANITE ST,900 GRANITE ST,5,Local
30814,740881,2.66666667,800 GRANITE ST,800 GRANITE ST,5,Local
30815,740710,2,900 HOWELL ST,900 HOWELL ST,5,Local
30816,741403,0,4500 E ROOSEVELT BLVD,0 E ROOSEVELT BLVD,2,Major Arterial
30817,741397,0,4400 E ROOSEVELT BLVD,0 E ROOSEVELT BLVD,2,Major Arterial
30818,740950,3.16666667,800 ADAMS AVE,700 ADAMS AVE,2,Major Arterial
30819,741051,2,800 E GODFREY AVE,800 E GODFREY AVE,4,Collector
30820,740882,1.66666667,800 BRIDGE ST,800 BRIDGE ST,4,Collector
30821,740874,2.33333333,800 SCATTERGOOD ST,800 SCATTERGOOD ST,5,Local
30822,740867,2,800 BRILL ST,800 BRILL ST,5,Local
30823,740900,1.66666667,900 BRIDGE ST,900 BRIDGE ST,4,Collector
30824,740945,2,200 E TABOR RD,200 E TABOR RD,4,Collector
30825,740944,2.66666667,5300 RISING SUN AVE,5300 RISING SUN AVE,3,Minor Arterial
30826,740959,2.66666667,5300 RISING SUN AVE,5300 RISING SUN AVE,3,Minor Arterial
30827,740990,2.66666667,5200 ARBOR ST,5200 ARBOR ST,5,Local
30828,740937,2,500 E TABOR RD,500 E TABOR RD,4,Collector
30829,741837,1.33333333,500 E ASHDALE ST,500 E ASHDALE ST,5,Local
30830,740979,1.33333333,5200 MARWOOD RD,5200 MARWOOD RD,5,Local
30831,741834,1.33333333,5100 WESTFORD RD,5100 WESTFORD RD,5,Local
30832,741003,1.33333333,5100 WESTFORD RD,5100 WESTFORD RD,5,Local
30833,741005,2,5100 ARBOR ST,5100 ARBOR ST,5,Local
30834,741008,2,200 E SHELDON ST,200 E SHELDON ST,5,Local
30835,741010,2,4900 RISING SUN AVE,5000 RISING SUN AVE,3,Minor Arterial
30836,740954,1.33333333,5300 ELLA ST,5300 ELLA ST,5,Local
30837,740960,2,200 E FISHER AVE,200 E FISHER AVE,4,Collector
29038,400887,1.33333333,7000 SHERWOOD RD,7000 SHERWOOD RD,4,Collector
29039,741038,0,5700 N MARVINE ST,5700 N MARVINE ST,4,Collector
29040,740689,2.66666667,5700 N 12TH ST,5700 N 12TH ST,4,Collector
29041,740031,2,1300 W NEDRO AVE,1300 W NEDRO AVE,4,Collector
29042,741978,2,1300 W NEDRO AVE,1300 W NEDRO AVE,4,Collector
29043,740612,0,5800 N 11TH ST,5800 N 11TH ST,4,Collector
29044,740624,2,5800 N 13TH ST,5800 N 13TH ST,4,Collector
29045,740629,1.33333333,5800 N 12TH ST,5800 N 12TH ST,4,Collector
29046,740062,2.66666667,1300 W CHAMPLOST AVE,1300 W CHAMPLOST AVE,4,Collector
29047,741990,1.33333333,5900 N PARK AVE,5900 N PARK AVE,4,Collector
29048,741993,2,5900 N 13TH ST,5900 N 13TH ST,4,Collector
29049,742389,2,1200 W CHAMPLOST AVE,1200 W CHAMPLOST AVE,4,Collector
29050,742390,2,1200 W CHAMPLOST AVE,1200 W CHAMPLOST AVE,4,Collector
29051,742392,2.66666667,1100 W CHAMPLOST AVE,1100 W CHAMPLOST AVE,4,Collector
29052,742393,2.66666667,1100 W CHAMPLOST AVE,1100 W CHAMPLOST AVE,4,Collector
29053,742397,2.66666667,1000 W CHAMPLOST AVE,1000 W CHAMPLOST AVE,4,Collector
29054,740563,1.33333333,1000 W NEDRO AVE,1000 W NEDRO AVE,4,Collector
29055,740569,1.33333333,1000 W NEDRO AVE,1000 W NEDRO AVE,4,Collector
29056,740568,2.66666667,5900 N 10TH ST,5900 N 10TH ST,4,Collector
29057,740562,2.66666667,5900 N WARNOCK ST,5900 N WARNOCK ST,5,Local
29058,740479,2.66666667,1000 W CHAMPLOST AVE,1000 W CHAMPLOST AVE,4,Collector
29059,740560,2.66666667,5900 N 11TH ST,5900 N 11TH ST,4,Collector
29060,741989,1.33333333,5900 N 12TH ST,5900 N 12TH ST,4,Collector
29061,740026,2.66666667,900 W CHAMPLOST AVE,900 W CHAMPLOST AVE,5,Local
29062,740489,2.66666667,900 W CHAMPLOST AVE,900 W CHAMPLOST AVE,4,Collector
29063,740573,2.66666667,5900 N HUTCHINSON ST,5900 N HUTCHINSON ST,5,Local
29064,740170,2.33333333,6500 N 2ND ST,6500 N 2ND ST,3,Minor Arterial
29065,740189,1.33333333,100 W 65TH AVE,100 W 65TH AVE,4,Collector
29066,840086,0,6700 N 6TH ST,6700 N 6TH ST,5,Local
29067,840087,1.33333333,600 67TH AVE,600 67TH AVE,5,Local
29068,840070,1.33333333,6700 N 5TH ST,6700 N 5TH ST,3,Minor Arterial
29069,840078,1.33333333,500 67TH AVE,500 67TH AVE,5,Local
29070,840088,1.33333333,600 67TH AVE,600 67TH AVE,5,Local
29564,740555,0,6000 N 2ND ST,6000 N 2ND ST,3,Minor Arterial
29565,740571,1.66666667,100 W CHAMPLOST AVE,100 W CHAMPLOST AVE,4,Collector
29566,740650,1.66666667,5900 N WATER ST,5900 N WATER ST,5,Local
29567,740586,2,100 E CHAMPLOST AVE,100 E CHAMPLOST AVE,4,Collector
29568,740582,1.33333333,6000 N WATER ST,6000 N WATER ST,5,Local
29569,740244,2.66666667,6200 ARGYLE ST,6200 ARGYLE ST,5,Local
29570,740197,2.66666667,400 ROBBINS ST,400 ROBBINS ST,4,Collector
29571,740177,1.33333333,6300 ARGYLE ST,6300 ARGYLE ST,5,Local
29572,740178,2.66666667,400 ROBBINS ST,400 ROBBINS ST,4,Collector
29573,740218,2.66666667,6200 OAKLEY ST,6200 OAKLEY ST,4,Collector
29574,740162,2.66666667,6300 OAKLEY ST,6300 OAKLEY ST,4,Collector
29575,840156,2.66666667,400 ROBBINS ST,400 ROBBINS ST,4,Collector
29576,840151,2.66666667,6300 SHELBOURNE ST,6300 SHELBOURNE ST,5,Local
29577,840152,2.66666667,300 ROBBINS ST,300 ROBBINS ST,4,Collector
29578,740185,2,6200 SHELBOURNE ST,6200 SHELBOURNE ST,5,Local
29579,740180,2,200 LARDNER ST,200 LARDNER ST,5,Local
29580,740208,3.33333333,6100 HASBROOK AVE,6100 HASBROOK AVE,4,Collector
29581,740179,3.33333333,6100 HASBROOK AVE,6100 HASBROOK AVE,4,Collector
29582,840147,2.66666667,200 DEVEREAUX AVE,200 DEVEREAUX AVE,5,Local
29583,740150,2,6100 REACH ST,6100 REACH ST,5,Local
29584,840149,2.66666667,200 DEVEREAUX AVE,200 DEVEREAUX AVE,5,Local
29585,740385,1.33333333,5800 REACH ST,5800 REACH ST,5,Local
